id;imagem;codigo;descricao;fornecedor;linha;cor;medida;sistema;valor;observacao;estoque;nescessario;material;peso_kg_m
819;;MG32-056;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1574
769;;MG32-057;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.147
806;;MG32-058;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.746
828;;MG32-059;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1017
813;;MG32-060;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1017
804;;MG32-061;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1332
655;;MG32-062;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.270
1172;;MG32-062BC;;PETRA;PVC;BRANCA;BR;;33.30;nan;0;0;PERFIL;0.0
1177;;MG32-062PT;;PETRA;PVC PTO;PRETO ;BR;;27.00;nan;0;0;PERFIL;0.0
807;;MG32-063;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.489
747;;MG32-065;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;2117
746;;MG32-066;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1967
748;;MG32-067;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1163
801;;MG32-068;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1214
800;;MG32-070;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1005
742;;MG32-072;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.887
821;;MG32-073;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1191
822;;MG32-074;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1087
823;;MG32-075;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1212
824;;MG32-076;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.981
826;;MG32-078;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.908
761;;MG32-079;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.450
735;;MG32-083;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1088
750;;MG32-084;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1470
749;;MG32-085;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1979
772;;MG32-086;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.114
755;;MG32-087;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.843
756;;MG32-088;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.825
757;;MG32-090;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.806
759;;MG32-091;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.808
760;;MG32-092;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1185
762;;MG32-093;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1331
763;;MG32-094;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1331
778;;MG32-095;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1574
779;;MG32-096;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1335
773;;MG32-097;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.922
774;;MG32-098;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.904
775;;MG32-099;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.886
780;;MG32-100;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1433
781;;MG32-101;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1415
777;;MG32-102;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1399
782;;MG32-103;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.682
783;;MG32-104;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.868
784;;MG32-105;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1180
802;;MG32-106;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.969
803;;MG32-107;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1714
805;;MG32-108;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1148
653;;MG32-109;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.922
654;;MG32-110;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1274
752;;MG32-111;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.282
758;;MG32-112;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.815
776;;MG32-113;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1050
1009;;MG32-127;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1050
930;;MG32-156;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.150
791;;MG32-157;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.537
794;;MG32-158;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.781
796;;MG32-159;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1342
795;;MG32-173;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.766
792;;MG32-174;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.417
793;;MG32-175;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.328
827;;MG32-176;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;1288
825;;MG32-177;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.311
812;;MG32-178;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.968
811;;MG32-292;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.142
734;;MG32-610;;ALUITA;MEGA 32;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.957
1170;;MN-015PVC60;;PETRA;PVC;BRANCA;BR;;186.48;nan;0;0;PERFIL;0.0
1176;;MN-015PVCPT60;;PETRA;PVC PTO;PRETO ;BR;;254.88;nan;0;0;PERFIL;0.0
521;;P-068;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.694
489;;P-075;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.607
483;;P-078;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.772
463;;P-084;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.528
441;;P-127;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.434
360;;P-140;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.457
425;;P-145;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.434
375;;P-146;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.436
371;;P-147;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.325
486;;P-148;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.667
527;;P-149;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.621
428;;P-151;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.528
426;;P-152;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.554
350;;P-153;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.547
351;;P-155;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.531
464;;P-156;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.583
365;;P-157;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1355
417;;P-166;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.379
345;;P-167;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.379
390;;P-227;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.509
388;;P-254;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1323
461;;P-256;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.496
494;;P-257;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;1566
471;;P-258;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;1073
467;;P-264;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;1125
524;;P-269;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.880
516;;P-270;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.780
512;;P-271;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.866
470;;P-272;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.783
469;;P-273;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.618
348;;P-274;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.976
485;;P-281;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.810
474;;P-282;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.810
473;;P-287;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;1564
433;;P-318;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.653
368;;P-319;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.721
919;;P-332;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;2078
488;;P-333;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;1318
484;;P-358;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.927
364;;P-370;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.775
358;;P-371;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.775
392;;P-411;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.757
424;;P-412;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.558
444;;P-413;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.813
347;;P-414;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.699
439;;P-415;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.797
450;;P-416;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.591
519;;P-417;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.744
415;;P-566;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1675
376;;P-570;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1257
477;;P-572;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.759
427;;P-574;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.634
478;;P-577;;ALUITA;Linha 30;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.808
23;PAD4711CC.jpg;PAD4711CC;PERSIANA CEGA H45 ALTA DENSIDADE;ALUMICONTE;MEGA 25 E 32;PRETA;UN;INTEGRADA;50.92;PERSIANA PARA VÃƒOS MAIORES;0;0;ACESSORIO;0.0
24;PAD4711VC.jpg;PAD4711VC;PERSIANA VENTILADA H45 ALTA DENSIDADE;ALUMICONTE;MEGA 25 E 32;PRETA;UN;INTEGRADA;50.92;PERSIANA PARA VÃƒOS MAIORES;460;0;ACESSORIO;0.0
901;;PC-002;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.655
869;;PC-004;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.800
929;;PC-006;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.500
557;;PC-012;;ALUITA;Portões;BRANCA;BR;;0.0;nan;0;0;PERFIL;1080
561;;PC-027;;ALUITA;Portões;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.800
560;;PC-028;;ALUITA;Portões;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.661
964;;PC-034;;ALUITA;Portões;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.718
970;;PC-035;;ALUITA;Portões;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.199
1201;;PC0613;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.145
872;;PC-092;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1120
1320;;PC-100;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;1.310
900;;PC-103;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.986
873;;PC-OO3;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1101
255;;PE-097;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.843
254;;PE-099;;ALUITA;Linha 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;1257
1199;;PF0614;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.127
563;;PLK-065;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.050
562;;PLK-187;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.315
1200;;PM0615;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.127
1052;;PR11252;;PETRA;PVC;BRANCA;BR;;316.00;nan;0;0;PERFIL;0.0
1256;;PR11252PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;435.00;nan;0;0;PERFIL;0.0
1138;;PR11252PT;;PETRA;PVC PTO;PRETO ;BR;;727.00;nan;0;0;PERFIL;0.0
1051;;PR13854;;PETRA;PVC;BRANCA;BR;;451.00;nan;0;0;PERFIL;0.0
1255;;PR13854PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;591.00;nan;0;0;PERFIL;0.0
1139;;PR13854PT;;PETRA;PVC PTO;PRETO ;BR;;909.00;nan;0;0;PERFIL;0.0
1042;;PR4266;;PETRA;PVC;BRANCA;BR;;188.00;nan;0;0;PERFIL;0.0
1253;;PR4266PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;245.00;nan;0;0;PERFIL;0.0
1140;;PR4266PT;;PETRA;PVC PTO;PRETO ;BR;;389.00;nan;0;0;PERFIL;0.0
1053;;PR4286;;PETRA;PVC;BRANCA;BR;;241.00;nan;0;0;PERFIL;0.0
1250;;PR4286PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;269.00;nan;0;0;PERFIL;0.0
1141;;PR4286PT;;PETRA;PVC PTO;PRETO ;BR;;497.60;nan;0;0;PERFIL;0.0
1055;;PR4534;;PETRA;PVC;BRANCA;BR;;45.00;nan;0;0;PERFIL;0.0
1259;;PR4534PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;59.00;nan;0;0;PERFIL;0.0
1142;;PR4534PT;;PETRA;PVC PTO;PRETO ;BR;;154.00;nan;0;0;PERFIL;0.0
1054;;PR4546;;PETRA;PVC;BRANCA;BR;;51.00;nan;0;0;PERFIL;0.0
1258;;PR4546PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;67.00;nan;0;0;PERFIL;0.0
1143;;PR4546PT;;PETRA;PVC PTO;PRETO ;BR;;166.00;nan;0;0;PERFIL;0.0
1059;;PR6052;;PETRA;PVC;BRANCA;BR;;205.00;nan;0;0;PERFIL;0.0
1251;;PR6052PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;331.00;nan;0;0;PERFIL;0.0
1281;;PR6052PT;;PETRA;PVC PTO;PRETO ;BR;;481.00;nan;0;0;PERFIL;0.0
1144;;PR6260PT;;PETRA;PVC PTO;PRETO ;BR;;120.78;nan;0;0;PERFIL;0.0
1060;;PR6530;;PETRA;PVC;BRANCA;BR;;151.00;nan;0;0;PERFIL;0.0
1257;;PR6530PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;196.00;nan;0;0;PERFIL;0.0
1145;;PR6530PT;;PETRA;PVC PTO;PRETO ;BR;;357.00;nan;0;0;PERFIL;0.0
1312;;PR8825;;PETRA;PVC;BRANCA;BR;;203.00;nan;0;0;PERFIL;0.0
1254;;PR8825PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;247.00;nan;0;0;PERFIL;0.0
1278;;PR8825PT;;PETRA;PVC PTO;PRETO ;BR;;432.00;nan;0;0;PERFIL;0.0
1041;;PR8852;;PETRA;PVC;BRANCA;BR;;258.00;nan;0;0;PERFIL;0.0
1252;;PR8852PE;;PETRA;PVCPE;PRETO EXTERNO;BR;;368.00;nan;0;0;PERFIL;0.0
1146;;PR8852PT;;PETRA;PVC PTO;PRETO ;BR;;517.00;nan;0;0;PERFIL;0.0
923;;PU-004;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.185
1207;;PU-312;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.335
208;;PU-342;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.209
548;;PU-344;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.159
558;;PU-639;;ALUITA;Portões;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.266
951;;PU-800;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.090
39;PUX-662.JPG;PUX-662;PUXADOR PORTA  208mm;ALUMICONTE;TODAS;PRETA;UN;PORTA CORRER;0.0;;0;0;ACESSORIO;0.0
40;PUX-662EB.JPG;PUX-662EB;PUXADOR PORTA  208mm;ALUMICONTE;TODAS;BRANCA;UN;PORTA CORRER;0.0;nan;0;0;ACESSORIO;0.0
585;;RA-013;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.268
583;;RA-1009;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.209
584;;RA-1175;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.297
581;;RA-347;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.197
586;;RA-516;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.339
582;;RA-613;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.162
1209;;RAG-AC 10744;;DE TONI;PVC;BRANCA;BR;;162.00;nan;0;0;PERFIL;0.0
1210;;RAG-AC 10744PT;;DE TONI;PVC PTO;PRETO ;BR;;83.70;nan;0;0;PERFIL;0.0
1100;;RAG-DE 16654;;DE TONI;PVC;BRANCA;BR;;87.00;nan;0;0;PERFIL;0.0
1147;;RAG-DE 16654PT;;DE TONI;PVC PTO;PRETO ;BR;;106.74;nan;0;0;PERFIL;0.0
1156;;RAG-DE 60104;;DE TONI;PVC;BRANCA;BR;;118.00;nan;0;0;PERFIL;0.0
1158;;RAG-DE 60104-E;;DE TONI;PVC;BRANCA;BR;;130.00;nan;0;0;PERFIL;0.0
1165;;RAG-DE 60104-EPT;;DE TONI;PVC PTO;PRETO ;BR;;55.80;nan;0;0;PERFIL;0.0
1163;;RAG-DE 60104PT;;DE TONI;PVC PTO;PRETO ;BR;;101.40;nan;0;0;PERFIL;0.0
1164;;RAG-DE 60111;;DE TONI;PVC;BRANCA;BR;;111.00;nan;0;0;PERFIL;0.0
1171;;RAG-DE 60111PT;;DE TONI;PVC PTO;PRETO ;BR;;90.00;nan;0;0;PERFIL;0.0
1154;;RAG-DE 6058;;DE TONI;PVC;BRANCA;BR;;72.00;nan;0;0;PERFIL;0.0
1161;;RAG-DE 6058PT;;DE TONI;PVC PTO;PRETO ;BR;;246.00;nan;0;0;PERFIL;0.0
1162;;RAG-DE 6063;;DE TONI;PVC;BRANCA;BR;;67.00;nan;0;0;PERFIL;0.0
1168;;RAG-DE 6063PT;;DE TONI;PVC PTO;PRETO ;BR;;34.20;nan;0;0;PERFIL;0.0
1160;;RAG-DE 6072;;DE TONI;PVC;BRANCA;BR;;67.00;nan;0;0;PERFIL;0.0
1167;;RAG-DE 6072PT;;DE TONI;PVC PTO;PRETO ;BR;;28.71;nan;0;0;PERFIL;0.0
1152;;RAG-DE 6078;;DE TONI;PVC;BRANCA;BR;;77.00;nan;0;0;PERFIL;0.0
1159;;RAG-DE 6078PT;;DE TONI;PVC PTO;PRETO ;BR;;576.00;nan;0;0;PERFIL;0.0
1174;;RAG-ES6011;;DE TONI;PVC;BRANCA;BR;;59.94;nan;0;0;PERFIL;0.0
1188;;RAG-ES6011PT;;DE TONI;PVC PTO;PRETO ;BR;;72.00;nan;0;0;PERFIL;0.0
1099;;RAG-PR 4266;;DE TONI;PVC;BRANCA;BR;;77.00;nan;0;0;PERFIL;0.0
1149;;RAG-PR 4266PT;;DE TONI;PVC PTO;PRETO ;BR;;39.06;nan;0;0;PERFIL;0.0
1148;;RAG-PR 4286;;DE TONI;PVC;BRANCA;BR;;87.00;nan;0;0;PERFIL;0.0
1155;;RAG-PR 4286PT;;DE TONI;PVC PTO;PRETO ;BR;;31.14;nan;0;0;PERFIL;0.0
1150;;RAG-PR 6530;;DE TONI;PVC;BRANCA;BR;;87.00;nan;0;0;PERFIL;0.0
1157;;RAG-PR 6530PT;;DE TONI;PVC PTO;PRETO ;BR;;151.38;nan;0;0;PERFIL;0.0
1316;;RAG-PR 8812;;DE TONI;PVC;BRANCA;BR;;150.00;nan;0;0;PERFIL;0.0
1098;;RAG-PR 8852;;DE TONI;PVC;BRANCA;BR;;67.00;nan;0;0;PERFIL;0.0
1151;;RAG-PR 8852PT;;DE TONI;PVC PTO;PRETO ;BR;;53.64;nan;0;0;PERFIL;0.0
1086;;RODAPÉ100;;ALUITA;PORTA INTERNA;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.533
1087;;RODAPÉ150;;ALUITA;PORTA INTERNA;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.716
1105;;TCN11031;;PETRA;PVC;BRANCA;BR;;241.00;nan;0;0;PERFIL;0.0
1103;;TCN11033;;PETRA;PVC;BRANCA;BR;;188.00;nan;0;0;PERFIL;0.0
1104;;TCN11260;;PETRA;PVC;BRANCA;BR;;316.00;nan;0;0;PERFIL;0.0
920;;TEL040;;ALUITA;MEGA 25;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.370
1190;;TEL040;;PETRA;PVC;BRANCA;BR;;30.60;nan;0;0;PERFIL;0.0
1189;;TEL040PT;;PETRA;PVC PTO;PRETO ;BR;;43.74;nan;0;0;PERFIL;0.0
528;;TG-001;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.310
34;TG-004.jpg;TG-004;TUBO RETANGULAR 14 X 51;ALUITA;TODAS;BRANCO;BR;GRADES;0.0;nan;0;0;PERFIL;0.0
904;;TG-004;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.520
989;;TG-005;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.600
906;;TG-014;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;1210
986;;TG-018;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;1790
924;;TG-024;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;3200
993;;TG-032;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;1416
903;;TG-049;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.385
35;TG-072.png;TG-072;TUBO RETANGULAR 51 X 102;ALUITA;TODOS;BRANCO;BR;TODOS;0.0;nan;0;0;PERFIL;0.0
868;;TG-072;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;1617
988;;TG-073;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.400
875;;TG-074;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.300
927;;TG-082;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;3200
905;;TG-108;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.700
1319;;TG-114;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.936
990;;TG-152;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;2435
1318;;TG-155;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;2.399
1245;;TG155PT LAM;;PETRA;PVC PTO;PRETO ;BR;;166.50;nan;0;0;PERFIL;0.0
223;;TQ-002;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.185
224;;TQ-003;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.235
226;;TQ-009;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.405
227;;TQ-012;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.520
228;;TQ-013;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.485
229;;TQ-014;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.636
884;;TQ-017;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;1085
225;;TQ-023;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.267
867;;TQ-034;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;2690
902;;TQ-065;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;1540
1007;;TQ-072;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;1620
1008;;TQ-088;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;1870
230;;TQ-117;;ALUITA;TEMPERADO;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.751
907;;TR-002;;ALUITA;GRADES;BRANCA;BR;;0.0;nan;0;0;PERFIL;0.105
